AaegL1.1	AaedL1.2	Change
AAEL004278 AAEL004278 unchanged
AAEL004279 AAEL004279 unchanged
AAEL004280 AAEL004280 unchanged
AAEL004281 AAEL004281 unchanged
AAEL004282 AAEL004282 unchanged
AAEL004283 AAEL004283 unchanged
AAEL004284 AAEL004284 unchanged
AAEL004285 AAEL004285 unchanged
AAEL004286 AAEL004286 unchanged
AAEL004287 AAEL004287 unchanged
AAEL004288 AAEL004288 unchanged
AAEL004289 AAEL004289 unchanged
AAEL004290 AAEL004290 unchanged
AAEL004291 AAEL004291 unchanged
AAEL004292 AAEL004292 unchanged
AAEL004293 AAEL004293 unchanged
AAEL004294 AAEL004294 unchanged
AAEL004295 AAEL004295 unchanged
AAEL004296 AAEL004296 unchanged
AAEL004297 AAEL004297 unchanged
AAEL004298 AAEL004298 unchanged
AAEL004299 AAEL004299 unchanged
AAEL004300 AAEL004300 unchanged
AAEL004301 AAEL004301 unchanged
AAEL004302 AAEL004302 unchanged
AAEL004303 AAEL004303 unchanged
AAEL004304 AAEL004304 unchanged
AAEL004305 AAEL004305 unchanged
AAEL004306 AAEL004306 unchanged
AAEL004307 AAEL004307 unchanged
AAEL004308 AAEL004308 changed
AAEL004309 AAEL004309 unchanged
AAEL004310 AAEL004310 unchanged
AAEL004311 AAEL004311 unchanged
AAEL004312 AAEL004312 unchanged
AAEL004313 AAEL004313 unchanged
AAEL004314 AAEL004314 unchanged
AAEL004315 AAEL004315 unchanged
AAEL004316 AAEL004316 unchanged
AAEL004317 AAEL004317 unchanged
AAEL004318 AAEL004318 unchanged
AAEL004319 AAEL004319 unchanged
AAEL004320 AAEL004320 unchanged
AAEL004321 AAEL004321 unchanged
AAEL004322 AAEL004322 unchanged
AAEL004323 AAEL004323 changed
AAEL004324 AAEL004324 unchanged
AAEL004325 AAEL004325 unchanged
AAEL004326 AAEL004326 unchanged
AAEL004327 AAEL004327 unchanged
AAEL004328 AAEL004328 unchanged
AAEL004329 AAEL004329 unchanged
AAEL004330 AAEL004330 unchanged
AAEL004331 AAEL004331 unchanged
AAEL004332 AAEL004332 unchanged
AAEL004333 AAEL004333 unchanged
AAEL004334 AAEL004334 unchanged
AAEL004335 AAEL004335 unchanged
AAEL004336 AAEL004336 unchanged
AAEL004337 AAEL004337 unchanged
AAEL004338 AAEL004338 unchanged
AAEL004339 AAEL004339 unchanged
AAEL004340 AAEL004340 unchanged
AAEL004341 AAEL004341 changed
AAEL004342 AAEL004342 unchanged
AAEL004343 AAEL004343 unchanged
AAEL004344 AAEL004344 unchanged
AAEL004345 AAEL004345 unchanged
AAEL004346 AAEL004346 unchanged
AAEL004347 AAEL004347 unchanged
AAEL004348 AAEL004348 unchanged
AAEL004349 AAEL004349 unchanged
AAEL004350 AAEL004350 unchanged
AAEL004351 AAEL004351 changed
AAEL004352 AAEL004352 unchanged
AAEL004353 AAEL004353 unchanged
AAEL004354 AAEL004354 unchanged
AAEL004355 AAEL004355 unchanged
AAEL004356 AAEL004356 unchanged
AAEL004357 AAEL004357 unchanged
AAEL004358 AAEL004358 unchanged
AAEL004359 AAEL004359 unchanged
AAEL004360 AAEL004360 unchanged
AAEL004361 AAEL004361 unchanged
AAEL004362 AAEL004362 unchanged
AAEL004363 AAEL004363 unchanged
AAEL004364 AAEL004364 unchanged
AAEL004365 AAEL004365 unchanged
AAEL004366 AAEL004366 unchanged
AAEL004367 AAEL004367 unchanged
AAEL004368 AAEL004368 unchanged
AAEL004369 AAEL004369 unchanged
AAEL004370 AAEL004370 unchanged
AAEL004371 AAEL004371 unchanged
AAEL004372 AAEL004372 unchanged
AAEL004373 AAEL004373 unchanged
AAEL004374 AAEL004374 unchanged
AAEL004375 AAEL004375 unchanged
AAEL004376 AAEL004376 unchanged
AAEL004377 AAEL004377 unchanged
AAEL004378 AAEL004378 unchanged
AAEL004379 AAEL004379 unchanged
AAEL004380 AAEL004380 unchanged
AAEL004381 AAEL004381 unchanged
AAEL004382 AAEL004382 unchanged
AAEL004383 AAEL004383 unchanged
AAEL004384 AAEL004384 unchanged
AAEL004385 AAEL004385 unchanged
AAEL004386 AAEL004386 changed
AAEL004387 AAEL004387 unchanged
AAEL004388 AAEL004388 changed
AAEL004389 AAEL004389 unchanged
AAEL004390 AAEL004390 changed
AAEL004391 AAEL004391 unchanged
AAEL004392 AAEL004392 changed
AAEL004393 AAEL004393 unchanged
AAEL004394 AAEL004394 unchanged
AAEL004395 AAEL004395 unchanged
AAEL004396 AAEL004396 changed
AAEL004397 AAEL004397 unchanged
AAEL004398 AAEL004398 changed
AAEL004399 AAEL004399 changed
AAEL004400 NULL deleted
AAEL004401 AAEL004401 changed
AAEL004402 AAEL004402 unchanged
AAEL004403 AAEL004403 unchanged
AAEL004404 AAEL004404 unchanged
AAEL004405 AAEL004405 unchanged
AAEL004406 AAEL004406 changed
AAEL004407 AAEL004407 unchanged
AAEL004408 AAEL004408 unchanged
AAEL004409 AAEL004409 unchanged
AAEL004410 AAEL004410 unchanged
AAEL004411 AAEL004411 unchanged
AAEL004412 AAEL004412 unchanged
AAEL004413 AAEL004413 unchanged
AAEL004414 AAEL004414 unchanged
AAEL004415 AAEL004415 unchanged
AAEL004416 AAEL004416 unchanged
AAEL004417 AAEL004417 unchanged
AAEL004418 AAEL004418 unchanged
AAEL004419 AAEL004419 unchanged
AAEL004420 AAEL004420 changed
AAEL004421 AAEL004421 unchanged
AAEL004422 AAEL004422 unchanged
AAEL004423 AAEL004423 unchanged
AAEL004424 AAEL004424 unchanged
AAEL004425 AAEL004425 unchanged
AAEL004426 AAEL004426 unchanged
AAEL004427 AAEL004427 unchanged
AAEL004428 AAEL004428 unchanged
AAEL004429 AAEL004429 unchanged
AAEL004430 AAEL004430 unchanged
AAEL004431 AAEL004431 unchanged
AAEL004432 AAEL004432 unchanged
AAEL004433 AAEL004433 unchanged
AAEL004434 AAEL004434 unchanged
AAEL004435 AAEL004435 unchanged
AAEL004436 AAEL004436 unchanged
AAEL004437 AAEL004437 unchanged
AAEL004438 AAEL004438 unchanged
AAEL004439 AAEL004439 unchanged
AAEL004440 AAEL004440 unchanged
AAEL004441 AAEL004441 unchanged
AAEL004442 AAEL004442 unchanged
AAEL004443 AAEL004443 unchanged
AAEL004444 AAEL004444 unchanged
AAEL004445 AAEL004445 unchanged
AAEL004446 AAEL004446 unchanged
AAEL004447 AAEL004447 unchanged
AAEL004448 AAEL004448 unchanged
AAEL004449 AAEL004449 unchanged
AAEL004450 AAEL004450 unchanged
AAEL004451 AAEL004451 unchanged
AAEL004452 AAEL004452 unchanged
AAEL004453 AAEL004453 unchanged
AAEL004454 AAEL004454 unchanged
AAEL004455 AAEL004455 unchanged
AAEL004456 AAEL004456 unchanged
AAEL004457 AAEL004457 changed
AAEL004458 AAEL004458 unchanged
AAEL004459 AAEL004459 unchanged
AAEL004460 AAEL004460 unchanged
AAEL004461 AAEL004461 unchanged
AAEL004462 AAEL004462 unchanged
AAEL004463 AAEL004463 unchanged
AAEL004464 AAEL004464 unchanged
AAEL004465 AAEL004465 changed
AAEL004466 AAEL004466 unchanged
AAEL004467 AAEL004467 unchanged
AAEL004468 AAEL004468 unchanged
AAEL004469 AAEL004469 unchanged
AAEL004470 AAEL004470 unchanged
AAEL004471 AAEL004471 unchanged
AAEL004472 AAEL004472 unchanged
AAEL004473 AAEL004473 unchanged
AAEL004474 AAEL004474 unchanged
AAEL004475 AAEL004475 changed
AAEL004476 AAEL004476 unchanged
AAEL004477 AAEL004477 unchanged
AAEL004478 AAEL004478 unchanged
AAEL004479 AAEL004479 unchanged
AAEL004480 AAEL004480 unchanged
AAEL004481 AAEL004481 unchanged
AAEL004482 AAEL004482 unchanged
AAEL004483 AAEL004483 unchanged
AAEL004484 AAEL004484 unchanged
AAEL004485 AAEL004485 unchanged
AAEL004486 AAEL004486 unchanged
AAEL004487 AAEL004487 unchanged
AAEL004488 AAEL004488 unchanged
AAEL004489 AAEL004489 unchanged
AAEL004490 AAEL004490 unchanged
AAEL004491 AAEL004491 unchanged
AAEL004492 AAEL004492 unchanged
AAEL004493 AAEL004493 unchanged
AAEL004494 AAEL004494 unchanged
AAEL004495 AAEL004495 unchanged
AAEL004496 AAEL004496 unchanged
AAEL004497 AAEL004497 unchanged
AAEL004498 AAEL004498 unchanged
AAEL004499 AAEL004499 unchanged
AAEL004500 AAEL004500 unchanged
AAEL004501 AAEL004501 unchanged
AAEL004502 AAEL004502 unchanged
AAEL004503 AAEL004503 changed
AAEL004504 AAEL004504 changed
AAEL004505 AAEL004505 unchanged
AAEL004506 AAEL004506 unchanged
AAEL004507 AAEL004507 unchanged
AAEL004508 AAEL004508 unchanged
AAEL004509 AAEL004509 unchanged
AAEL004510 AAEL004510 unchanged
AAEL004511 AAEL004511 unchanged
AAEL004512 AAEL004512 unchanged
AAEL004513 AAEL004513 unchanged
AAEL004514 AAEL004514 unchanged
AAEL004515 AAEL004515 unchanged
AAEL004516 AAEL004516 unchanged
AAEL004517 AAEL004517 unchanged
AAEL004518 AAEL004518 changed
AAEL004519 AAEL004519 unchanged
AAEL004520 AAEL004520 unchanged
AAEL004521 AAEL004521 unchanged
AAEL004522 AAEL004522 changed
AAEL004523 AAEL004523 unchanged
AAEL004524 AAEL004524 changed
AAEL004525 AAEL004525 unchanged
AAEL004526 AAEL004526 unchanged
AAEL004527 AAEL004527 unchanged
AAEL004528 AAEL004528 unchanged
AAEL004529 AAEL004529 unchanged
AAEL004530 AAEL004530 unchanged
AAEL004531 AAEL004531 unchanged
AAEL004532 AAEL004532 unchanged
AAEL004533 AAEL004533 changed
AAEL004534 AAEL004534 unchanged
AAEL004535 AAEL004535 unchanged
AAEL004536 AAEL004536 unchanged
AAEL004537 AAEL004537 unchanged
AAEL004538 AAEL004538 unchanged
AAEL004539 AAEL004539 unchanged
AAEL004540 AAEL004540 changed
AAEL004541 AAEL004541 unchanged
AAEL004542 AAEL004542 unchanged
AAEL004543 AAEL004543 unchanged
AAEL004544 AAEL004544 unchanged
AAEL004545 AAEL004545 unchanged
AAEL004546 AAEL004546 unchanged
AAEL004547 AAEL004547 unchanged
AAEL004548 AAEL004548 unchanged
AAEL004549 AAEL004549 unchanged
AAEL004550 AAEL004550 unchanged
AAEL004551 AAEL004551 unchanged
AAEL004552 AAEL004552 unchanged
AAEL004553 AAEL004553 unchanged
AAEL004554 AAEL004554 unchanged
AAEL004555 AAEL004555 changed
AAEL004556 AAEL004556 unchanged
AAEL004557 AAEL004557 unchanged
AAEL004558 AAEL004558 unchanged
AAEL004559 AAEL004559 unchanged
AAEL004560 AAEL004560 unchanged
AAEL004561 AAEL004561 unchanged
AAEL004562 AAEL004562 unchanged
AAEL004563 AAEL004563 unchanged
AAEL004564 AAEL004564 unchanged
AAEL004565 AAEL004565 unchanged
AAEL004566 AAEL004566 unchanged
AAEL004567 AAEL004567 unchanged
AAEL004568 AAEL004568 unchanged
AAEL004569 AAEL004569 unchanged
AAEL004570 AAEL004570 unchanged
AAEL004571 AAEL004571 unchanged
AAEL004572 AAEL004572 unchanged
AAEL004573 AAEL004573 unchanged
AAEL004574 AAEL004574 unchanged
AAEL004575 AAEL004575 unchanged
AAEL004576 AAEL004576 unchanged
AAEL004577 AAEL004577 unchanged
AAEL004578 AAEL004578 unchanged
AAEL004579 AAEL004579 unchanged
AAEL004580 AAEL004580 unchanged
AAEL004581 AAEL004581 unchanged
AAEL004582 AAEL004582 unchanged
AAEL004583 AAEL004583 unchanged
AAEL004584 AAEL004584 unchanged
AAEL004585 AAEL004585 unchanged
AAEL004586 AAEL004586 unchanged
AAEL004587 AAEL004587 unchanged
AAEL004588 AAEL004588 unchanged
AAEL004589 AAEL004589 unchanged
AAEL004590 AAEL004590 unchanged
AAEL004591 AAEL004591 changed
AAEL004592 AAEL004592 unchanged
AAEL004593 AAEL004593 unchanged
AAEL004594 AAEL004594 unchanged
AAEL004595 AAEL004595 unchanged
AAEL004596 AAEL004596 unchanged
AAEL004597 AAEL004597 unchanged
AAEL004598 AAEL004598 unchanged
AAEL004599 AAEL004599 unchanged
AAEL004600 AAEL004600 unchanged
AAEL004601 AAEL004601 unchanged
AAEL004602 AAEL004602 unchanged
AAEL004603 AAEL004603 unchanged
AAEL004604 AAEL004604 unchanged
AAEL004605 AAEL004605 unchanged
AAEL004606 AAEL004606 unchanged
AAEL004607 AAEL004607 unchanged
AAEL004608 AAEL004608 unchanged
AAEL004609 AAEL004609 unchanged
AAEL004610 AAEL004610 unchanged
AAEL004611 AAEL004611 unchanged
AAEL004612 AAEL004612 unchanged
AAEL004613 AAEL004613 unchanged
AAEL004614 AAEL004614 unchanged
AAEL004615 AAEL004615 unchanged
AAEL004616 AAEL004616 unchanged
AAEL004617 AAEL004617 unchanged
AAEL004618 AAEL004618 unchanged
AAEL004619 AAEL004619 unchanged
AAEL004620 AAEL004620 unchanged
AAEL004621 AAEL004621 unchanged
AAEL004622 AAEL004622 unchanged
AAEL004623 AAEL004623 unchanged
AAEL004624 AAEL004624 unchanged
AAEL004625 AAEL004625 unchanged
AAEL004626 AAEL004626 unchanged
AAEL004627 AAEL004627 unchanged
AAEL004628 AAEL004628 unchanged
AAEL004629 AAEL004629 unchanged
AAEL004630 AAEL004630 unchanged
AAEL004631 AAEL004631 unchanged
AAEL004632 AAEL004632 unchanged
AAEL004633 AAEL004633 unchanged
AAEL004634 AAEL004634 unchanged
AAEL004635 AAEL004635 unchanged
AAEL004636 AAEL004636 unchanged
AAEL004637 AAEL004637 unchanged
AAEL004638 AAEL004638 unchanged
AAEL004639 AAEL004639 unchanged
AAEL004640 AAEL004640 unchanged
AAEL004641 AAEL004641 unchanged
AAEL004642 AAEL004642 unchanged
AAEL004643 AAEL004643 unchanged
AAEL004644 AAEL004644 unchanged
AAEL004645 AAEL004645 unchanged
AAEL004646 AAEL004646 unchanged
AAEL004647 AAEL004647 unchanged
AAEL004648 AAEL004648 unchanged
AAEL004649 AAEL004649 unchanged
AAEL004650 AAEL004650 unchanged
AAEL004651 AAEL004651 unchanged
AAEL004652 AAEL004652 unchanged
AAEL004653 AAEL004653 unchanged
AAEL004654 AAEL004654 unchanged
AAEL004655 AAEL004655 unchanged
AAEL004656 AAEL004656 unchanged
AAEL004657 AAEL004657 unchanged
AAEL004658 AAEL004658 unchanged
AAEL004659 AAEL004659 unchanged
AAEL004660 AAEL004660 unchanged
AAEL004661 AAEL004661 unchanged
AAEL004662 AAEL004662 unchanged
AAEL004663 AAEL004663 unchanged
AAEL004664 AAEL004664 unchanged
AAEL004665 AAEL004665 unchanged
AAEL004666 AAEL004666 unchanged
AAEL004667 AAEL004667 unchanged
AAEL004668 AAEL004668 unchanged
AAEL004669 AAEL004669 unchanged
AAEL004670 AAEL004670 unchanged
AAEL004671 AAEL004671 unchanged
AAEL004672 AAEL004672 unchanged
AAEL004673 AAEL004673 unchanged
AAEL004674 AAEL004674 unchanged
AAEL004675 AAEL004675 unchanged
AAEL004676 AAEL004676 unchanged
AAEL004677 AAEL004677 unchanged
AAEL004678 AAEL004678 unchanged
AAEL004679 AAEL004679 changed
AAEL004680 AAEL004680 unchanged
AAEL004681 AAEL004681 unchanged
AAEL004682 AAEL004682 unchanged
AAEL004683 AAEL004683 unchanged
AAEL004684 AAEL004684 unchanged
AAEL004685 AAEL004685 unchanged
AAEL004686 AAEL004686 unchanged
AAEL004687 AAEL004687 unchanged
AAEL004688 AAEL004688 unchanged
AAEL004689 AAEL004689 unchanged
AAEL004690 AAEL004690 unchanged
AAEL004691 AAEL004691 unchanged
AAEL004692 AAEL004692 unchanged
AAEL004693 AAEL004693 unchanged
AAEL004694 AAEL004694 unchanged
AAEL004695 AAEL004695 unchanged
AAEL004696 AAEL004696 unchanged
AAEL004697 AAEL004697 unchanged
AAEL004698 AAEL004698 unchanged
AAEL004699 AAEL004699 unchanged
AAEL004700 AAEL004700 unchanged
AAEL004701 AAEL004701 unchanged
AAEL004702 AAEL004702 unchanged
AAEL004703 AAEL004703 unchanged
AAEL004704 AAEL004704 unchanged
AAEL004705 AAEL004705 unchanged
AAEL004706 AAEL004706 unchanged
AAEL004707 AAEL004707 unchanged
AAEL004708 AAEL004708 unchanged
AAEL004709 AAEL004709 unchanged
AAEL004710 AAEL004710 changed
AAEL004711 AAEL004711 unchanged
AAEL004712 AAEL004712 unchanged
AAEL004713 AAEL004713 unchanged
AAEL004714 AAEL004714 unchanged
AAEL004715 AAEL004715 unchanged
AAEL004716 AAEL004716 unchanged
AAEL004717 AAEL004717 unchanged
AAEL004718 AAEL004718 unchanged
AAEL004719 AAEL004719 unchanged
AAEL004720 AAEL004720 unchanged
AAEL004721 AAEL004721 unchanged
AAEL004722 AAEL004722 unchanged
AAEL004723 AAEL004723 unchanged
AAEL004724 AAEL004724 changed
AAEL004725 AAEL004725 unchanged
AAEL004726 AAEL004726 unchanged
AAEL004727 AAEL004727 unchanged
AAEL004728 AAEL004728 unchanged
AAEL004729 AAEL004729 unchanged
AAEL004730 AAEL004730 unchanged
AAEL004731 AAEL004731 unchanged
AAEL004732 AAEL004732 changed
AAEL004733 AAEL004733 unchanged
AAEL004734 AAEL004734 unchanged
AAEL004735 AAEL004735 unchanged
AAEL004736 AAEL004736 unchanged
AAEL004737 AAEL004737 unchanged
AAEL004738 AAEL004738 unchanged
AAEL004739 AAEL004739 unchanged
AAEL004740 AAEL004740 unchanged
AAEL004741 AAEL004741 unchanged
AAEL004742 AAEL004742 unchanged
AAEL004743 AAEL004743 unchanged
AAEL004744 AAEL004744 unchanged
AAEL004745 AAEL004745 unchanged
AAEL004746 AAEL004746 unchanged
AAEL004747 AAEL004747 unchanged
AAEL004748 AAEL004748 unchanged
AAEL004749 AAEL004749 unchanged
AAEL004750 AAEL004750 unchanged
AAEL004751 AAEL004751 unchanged
AAEL004752 AAEL004752 unchanged
AAEL004753 AAEL004753 unchanged
AAEL004754 AAEL004754 unchanged
AAEL004755 AAEL004755 unchanged
AAEL004756 AAEL004756 unchanged
AAEL004757 AAEL004757 unchanged
AAEL004758 AAEL004758 unchanged
AAEL004759 AAEL004759 unchanged
AAEL004760 AAEL004760 unchanged
AAEL004761 AAEL004761 unchanged
AAEL004762 AAEL004762 unchanged
AAEL004763 AAEL004763 unchanged
AAEL004764 AAEL004764 unchanged
AAEL004765 AAEL004765 unchanged
AAEL004766 AAEL004766 unchanged
AAEL004767 AAEL004767 unchanged
AAEL004768 AAEL004768 unchanged
AAEL004769 AAEL004769 unchanged
AAEL004770 AAEL004770 unchanged
AAEL004771 AAEL004771 unchanged
AAEL004772 AAEL004772 unchanged
AAEL004773 AAEL004773 unchanged
AAEL004774 AAEL004774 unchanged
AAEL004775 AAEL004775 unchanged
AAEL004776 AAEL004776 unchanged
AAEL004777 AAEL004777 changed
AAEL004778 AAEL004778 unchanged
AAEL004779 AAEL004779 unchanged
AAEL004780 AAEL004780 unchanged
AAEL004781 AAEL004781 unchanged
AAEL004782 AAEL004782 unchanged
AAEL004783 AAEL004783 unchanged
AAEL004784 AAEL004784 unchanged
AAEL004785 AAEL004785 unchanged
AAEL004786 AAEL004786 unchanged
AAEL004787 AAEL004787 unchanged
AAEL004788 AAEL004788 unchanged
AAEL004789 AAEL004789 unchanged
AAEL004790 AAEL004790 unchanged
AAEL004791 AAEL004791 unchanged
AAEL004792 AAEL004792 unchanged
AAEL004793 AAEL004793 unchanged
AAEL004794 AAEL004794 unchanged
AAEL004795 AAEL004795 unchanged
AAEL004796 AAEL004796 unchanged
AAEL004797 AAEL004797 unchanged
AAEL004798 AAEL004798 unchanged
AAEL004799 AAEL004799 unchanged
AAEL004800 AAEL004800 unchanged
AAEL004801 AAEL004801 unchanged
AAEL004802 AAEL004802 changed
AAEL004803 AAEL004803 unchanged
AAEL004804 AAEL004804 unchanged
AAEL004805 AAEL004805 unchanged
AAEL004806 AAEL004806 unchanged
AAEL004807 AAEL004807 unchanged
AAEL004808 AAEL004808 unchanged
AAEL004809 AAEL004809 unchanged
AAEL004810 AAEL004810 unchanged
AAEL004811 AAEL004811 unchanged
AAEL004812 AAEL004812 unchanged
AAEL004813 AAEL004813 unchanged
AAEL004814 AAEL004814 unchanged
AAEL004815 AAEL004815 unchanged
AAEL004816 AAEL004816 unchanged
AAEL004817 AAEL004817 unchanged
AAEL004818 AAEL004818 unchanged
AAEL004819 AAEL004819 unchanged
AAEL004820 AAEL004820 unchanged
AAEL004821 AAEL004821 unchanged
AAEL004822 AAEL004822 unchanged
AAEL004823 AAEL004823 changed
AAEL004824 AAEL004824 unchanged
AAEL004825 AAEL004825 unchanged
AAEL004826 AAEL004826 unchanged
AAEL004827 AAEL004827 unchanged
AAEL004828 AAEL004828 unchanged
AAEL004829 AAEL004829 unchanged
AAEL004830 AAEL004830 unchanged
AAEL004831 AAEL004831 unchanged
AAEL004832 AAEL004832 unchanged
AAEL004833 AAEL004833 changed
AAEL004834 AAEL004834 unchanged
AAEL004835 AAEL004835 unchanged
AAEL004836 AAEL004836 unchanged
AAEL004837 AAEL004837 unchanged
AAEL004838 AAEL004838 unchanged
AAEL004839 AAEL004839 unchanged
AAEL004840 AAEL004840 unchanged
AAEL004841 AAEL004841 changed
AAEL004842 AAEL004842 unchanged
AAEL004843 AAEL004843 unchanged
AAEL004844 AAEL004844 unchanged
AAEL004845 AAEL004845 unchanged
AAEL004846 AAEL004846 unchanged
AAEL004847 AAEL004847 unchanged
AAEL004848 AAEL004848 unchanged
AAEL004849 AAEL004849 unchanged
AAEL004850 AAEL004850 unchanged
AAEL004851 AAEL004851 unchanged
AAEL004852 AAEL004852 unchanged
AAEL004853 AAEL004853 unchanged
AAEL004854 AAEL004854 unchanged
AAEL004855 AAEL004855 unchanged
AAEL004856 AAEL004856 unchanged
AAEL004857 AAEL004857 unchanged
AAEL004858 AAEL004858 unchanged
AAEL004859 AAEL004859 unchanged
AAEL004860 AAEL004860 unchanged
AAEL004861 AAEL004861 unchanged
AAEL004862 AAEL004862 unchanged
AAEL004863 AAEL004863 unchanged
AAEL004864 AAEL004864 unchanged
AAEL004865 AAEL004865 unchanged
AAEL004866 AAEL004866 unchanged
AAEL004867 AAEL004867 unchanged
AAEL004868 AAEL004868 unchanged
AAEL004869 AAEL004869 unchanged
AAEL004870 AAEL004870 changed
AAEL004871 AAEL004871 unchanged
AAEL004872 AAEL004872 unchanged
AAEL004873 AAEL004873 unchanged
AAEL004874 AAEL004874 unchanged
AAEL004875 AAEL004875 unchanged
AAEL004876 AAEL004876 unchanged
AAEL004877 AAEL004877 unchanged
AAEL004878 AAEL004878 unchanged
AAEL004879 AAEL004879 unchanged
AAEL004880 AAEL004880 unchanged
AAEL004881 AAEL004881 unchanged
AAEL004882 AAEL004882 unchanged
AAEL004883 AAEL004883 unchanged
AAEL004884 AAEL004884 unchanged
AAEL004885 AAEL004885 unchanged
AAEL004886 AAEL004886 unchanged
AAEL004887 AAEL004887 unchanged
AAEL004888 AAEL004888 changed
AAEL004889 AAEL004889 unchanged
AAEL004890 AAEL004890 unchanged
AAEL004891 AAEL004891 unchanged
AAEL004892 AAEL004892 unchanged
AAEL004893 AAEL004893 unchanged
AAEL004894 AAEL004894 unchanged
AAEL004895 AAEL004895 unchanged
AAEL004896 AAEL004896 unchanged
AAEL004897 AAEL004897 unchanged
AAEL004898 AAEL004898 unchanged
AAEL004899 AAEL004899 unchanged
AAEL004900 AAEL004900 unchanged
AAEL004901 AAEL004901 unchanged
AAEL004902 AAEL004902 unchanged
AAEL004903 AAEL004903 unchanged
AAEL004904 AAEL004904 unchanged
AAEL004905 AAEL004905 unchanged
AAEL004906 AAEL004906 unchanged
AAEL004907 AAEL004907 unchanged
AAEL004908 AAEL004908 unchanged
AAEL004909 AAEL004909 unchanged
AAEL004910 AAEL004910 unchanged
AAEL004911 AAEL004911 unchanged
AAEL004912 AAEL004912 unchanged
AAEL004913 AAEL004913 unchanged
AAEL004914 AAEL004914 unchanged
AAEL004915 AAEL004915 unchanged
AAEL004916 AAEL004916 unchanged
AAEL004917 AAEL004917 unchanged
AAEL004918 AAEL004918 unchanged
AAEL004919 AAEL004919 unchanged
AAEL004920 AAEL004920 unchanged
AAEL004921 AAEL004921 unchanged
AAEL004922 AAEL004922 unchanged
AAEL004923 AAEL004923 unchanged
AAEL004924 AAEL004924 unchanged
AAEL004925 AAEL004925 unchanged
AAEL004926 AAEL004926 unchanged
AAEL004927 AAEL004927 unchanged
AAEL004928 AAEL004928 unchanged
AAEL004929 AAEL004929 unchanged
AAEL004930 AAEL004930 unchanged
AAEL004931 AAEL004931 changed
AAEL004932 AAEL004932 unchanged
AAEL004933 AAEL004933 unchanged
AAEL004934 AAEL004934 unchanged
AAEL004935 AAEL004935 unchanged
AAEL004936 AAEL004936 unchanged
AAEL004937 AAEL004937 unchanged
AAEL004938 AAEL004938 unchanged
AAEL004939 AAEL004939 unchanged
AAEL004940 AAEL004940 unchanged
AAEL004941 AAEL004941 changed
AAEL004942 AAEL004942 unchanged
AAEL004943 AAEL004943 unchanged
AAEL004944 AAEL004944 unchanged
AAEL004945 AAEL004945 changed
AAEL004946 AAEL004946 unchanged
AAEL004947 AAEL004947 unchanged
AAEL004948 AAEL004948 unchanged
